Timestamp,Room,Motion_Sensor,Temperature,Humidity,Light_Level,Sound_Level,Appliance_Usage,People_Present,Activity
2025-04-02 02:58:00,Bathroom,0,25.1,50,30,60,1,2,Showering
2025-04-03 18:27:00,Living Room,0,22.5,55,3,88,0,2,Idle
2025-04-07 02:01:00,Kitchen,0,23.7,45,68,77,0,5,Cleaning
2025-04-05 07:14:00,Kitchen,0,26.1,60,24,51,0,2,Cleaning
2025-04-03 13:43:00,Bedroom,1,22.7,40,29,71,0,4,Reading
2025-04-04 15:45:00,Living Room,1,22.8,60,6,62,0,1,Watching TV
2025-04-06 10:51:00,Bedroom,1,25.4,40,73,51,1,4,Idle
2025-04-05 11:23:00,Bedroom,0,22.6,60,15,48,1,3,Sleeping
2025-04-02 10:47:00,Living Room,0,25.1,35,23,28,1,3,Idle
2025-04-03 12:20:00,Living Room,0,18.2,30,20,40,0,3,Idle
2025-04-04 23:51:00,Living Room,1,21.6,40,57,20,0,4,Relaxing
2025-04-05 08:43:00,Living Room,1,18.1,45,44,55,1,4,Idle
2025-04-05 21:56:00,Kitchen,1,25.4,60,40,40,0,4,Cooking
2025-04-04 18:55:00,Bathroom,1,26.7,30,2,47,0,5,Using Toilet
2025-04-03 00:04:00,Bedroom,0,20.8,55,97,76,1,1,Reading
2025-04-08 00:03:00,Kitchen,0,20.9,45,82,75,0,5,Cooking
2025-04-01 06:50:00,Bedroom,0,19.3,40,5,40,0,5,Idle
2025-04-02 12:30:00,Bathroom,0,22.3,30,69,56,1,5,Using Toilet
2025-04-04 06:47:00,Living Room,1,21.2,40,33,95,1,2,Watching TV
2025-04-01 10:49:00,Living Room,0,27.8,35,31,66,0,2,Watching TV
2025-04-04 14:15:00,Bathroom,0,25.7,45,12,26,1,4,Idle
2025-04-02 14:39:00,Bathroom,1,23.9,50,16,77,0,4,Using Toilet
2025-04-07 21:47:00,Kitchen,0,21.2,50,79,79,0,1,Cleaning
2025-04-02 17:50:00,Living Room,0,26.4,35,23,49,1,1,Idle
2025-04-03 04:08:00,Kitchen,0,22.3,30,72,31,0,3,Idle
2025-04-07 13:44:00,Bedroom,0,20.7,55,72,73,1,3,Reading
2025-04-03 12:17:00,Bathroom,1,27.9,40,75,74,0,2,Using Toilet
2025-04-06 20:37:00,Kitchen,0,26.6,45,78,55,0,3,Cleaning
2025-04-08 01:01:00,Kitchen,0,25.2,45,69,86,1,1,Idle
2025-04-04 04:38:00,Living Room,1,25.3,30,87,65,1,5,Relaxing
2025-04-07 22:51:00,Bathroom,0,22.1,55,36,26,1,4,Idle
2025-04-06 23:34:00,Kitchen,0,21.7,50,8,74,0,2,Cleaning
2025-04-05 05:26:00,Living Room,1,19.1,50,94,77,1,2,Watching TV
2025-04-03 09:27:00,Kitchen,0,25.6,35,37,26,1,3,Idle
2025-04-07 08:16:00,Living Room,0,20.2,55,69,84,0,4,Idle
2025-04-03 02:18:00,Kitchen,1,25.0,45,16,85,1,5,Idle
2025-04-05 10:46:00,Bedroom,1,22.3,60,68,76,1,1,Reading
2025-04-06 17:42:00,Bedroom,1,24.3,50,23,48,0,4,Idle
2025-04-07 02:35:00,Bedroom,1,19.9,60,42,77,0,2,Idle
2025-04-03 09:34:00,Bedroom,1,24.5,35,81,55,1,3,Idle
2025-04-05 15:17:00,Bathroom,1,27.2,40,18,26,1,5,Using Toilet
2025-04-05 01:29:00,Bathroom,1,23.3,55,37,82,1,5,Showering
2025-04-05 05:07:00,Bathroom,0,26.4,60,42,88,0,5,Showering
2025-04-05 10:03:00,Kitchen,1,18.6,50,29,72,0,1,Cleaning
2025-04-07 22:51:00,Kitchen,1,21.1,55,51,52,0,2,Idle
2025-04-05 19:14:00,Kitchen,0,26.7,40,70,80,1,2,Cooking
2025-04-03 11:31:00,Bedroom,0,23.7,50,40,91,0,1,Idle
2025-04-06 23:14:00,Bedroom,0,23.2,30,66,70,0,2,Idle
2025-04-06 12:39:00,Living Room,1,26.7,30,77,95,0,1,Idle
2025-04-08 01:47:00,Living Room,1,26.0,40,10,48,1,2,Relaxing
2025-04-03 00:41:00,Living Room,1,25.4,35,56,70,1,2,Idle
2025-04-02 13:43:00,Bedroom,0,19.7,55,92,92,1,1,Idle
2025-04-04 20:43:00,Bedroom,0,22.0,40,83,70,1,4,Reading
2025-04-07 20:01:00,Bathroom,0,27.2,45,46,27,1,3,Using Toilet
2025-04-05 12:46:00,Living Room,0,19.4,35,56,66,1,2,Watching TV
2025-04-03 01:18:00,Living Room,0,22.1,60,59,61,0,5,Watching TV
2025-04-06 07:28:00,Living Room,1,22.8,30,24,58,1,2,Idle
2025-04-06 05:17:00,Bedroom,0,19.9,35,51,24,1,3,Sleeping
2025-04-02 15:15:00,Bedroom,0,19.0,45,94,85,0,3,Reading
2025-04-07 03:14:00,Living Room,0,26.7,60,34,85,1,5,Watching TV
2025-04-03 23:35:00,Bedroom,1,21.3,60,34,56,1,4,Idle
2025-04-07 05:13:00,Living Room,0,21.3,60,4,43,0,1,Watching TV
2025-04-06 09:38:00,Bedroom,0,26.3,45,81,74,0,4,Sleeping
2025-04-03 03:02:00,Bathroom,1,20.7,60,89,39,1,4,Idle
2025-04-03 15:41:00,Living Room,0,26.8,55,39,40,1,5,Relaxing
2025-04-07 20:10:00,Bathroom,1,20.5,60,40,52,1,4,Idle
2025-04-06 08:14:00,Living Room,0,20.8,30,79,36,0,2,Idle
2025-04-03 12:58:00,Kitchen,1,26.8,55,45,86,1,5,Cleaning
2025-04-04 05:06:00,Bathroom,0,21.2,55,30,61,0,5,Showering
2025-04-05 11:18:00,Kitchen,0,18.2,45,96,41,0,4,Cooking
2025-04-05 15:58:00,Bedroom,0,24.4,30,11,72,0,1,Sleeping
2025-04-05 19:44:00,Living Room,1,21.5,50,48,75,1,3,Idle
2025-04-01 16:02:00,Kitchen,0,22.7,40,56,39,1,3,Idle
2025-04-04 04:30:00,Bedroom,1,27.5,35,83,96,1,3,Idle
2025-04-03 05:59:00,Bathroom,0,25.7,40,68,61,1,4,Idle
2025-04-08 03:15:00,Kitchen,1,25.2,35,45,54,1,3,Cooking
2025-04-05 02:42:00,Kitchen,1,22.4,30,4,30,1,5,Cleaning
2025-04-03 20:23:00,Bedroom,0,27.6,45,76,87,1,5,Sleeping
2025-04-04 00:03:00,Kitchen,1,21.5,60,62,89,1,5,Cooking
2025-04-04 21:42:00,Living Room,1,20.4,30,40,41,1,4,Idle
2025-04-04 18:54:00,Bedroom,0,18.9,30,51,87,1,5,Reading
2025-04-01 10:21:00,Living Room,1,25.5,50,88,62,0,3,Relaxing
2025-04-02 22:10:00,Living Room,0,26.7,35,54,93,1,5,Watching TV
2025-04-05 06:34:00,Bedroom,0,26.6,55,81,23,1,5,Sleeping
2025-04-04 19:20:00,Bathroom,0,25.9,40,66,74,0,1,Using Toilet
2025-04-07 03:24:00,Living Room,1,21.5,60,12,51,0,3,Idle
2025-04-05 15:29:00,Bedroom,0,19.5,35,57,66,1,2,Idle
2025-04-06 11:24:00,Living Room,0,18.0,30,29,87,1,5,Watching TV
2025-04-07 23:04:00,Bedroom,0,24.8,50,37,80,1,1,Idle
2025-04-06 04:35:00,Kitchen,0,27.8,60,11,79,1,1,Cleaning
2025-04-03 02:46:00,Kitchen,0,22.8,45,6,99,1,2,Cooking
2025-04-02 09:01:00,Bedroom,1,22.0,40,82,90,0,5,Sleeping
2025-04-06 11:19:00,Living Room,1,18.9,35,77,52,0,1,Watching TV
2025-04-05 21:14:00,Living Room,1,19.2,35,19,41,1,3,Idle
2025-04-02 22:20:00,Bedroom,0,25.0,40,43,72,1,5,Sleeping
2025-04-06 01:59:00,Kitchen,1,20.4,35,29,88,1,1,Cooking
2025-04-04 06:20:00,Kitchen,1,20.6,45,23,44,1,1,Cooking
2025-04-02 22:27:00,Bedroom,1,22.9,55,66,81,1,4,Reading
2025-04-04 12:44:00,Kitchen,0,24.5,55,21,41,1,2,Cooking
2025-04-03 21:27:00,Living Room,0,20.9,40,38,66,1,5,Idle
2025-04-04 11:36:00,Living Room,0,26.2,45,99,86,1,3,Relaxing
2025-04-01 19:14:00,Bedroom,1,18.3,40,42,95,0,4,Idle
2025-04-02 03:23:00,Bedroom,0,24.5,60,31,89,1,3,Reading
2025-04-01 18:28:00,Living Room,1,25.3,40,54,79,0,1,Watching TV
2025-04-06 01:58:00,Living Room,1,26.5,35,13,23,1,5,Idle
2025-04-07 08:57:00,Bathroom,1,24.4,45,45,95,0,2,Idle
2025-04-05 13:53:00,Bedroom,0,18.4,50,1,94,0,1,Reading
2025-04-05 03:31:00,Living Room,1,23.9,55,56,76,0,5,Watching TV
2025-04-03 03:56:00,Bedroom,1,20.8,50,63,81,1,4,Reading
2025-04-01 20:59:00,Kitchen,0,24.7,50,45,89,1,1,Cleaning
2025-04-04 04:10:00,Living Room,1,27.9,50,56,68,1,5,Relaxing
2025-04-08 04:12:00,Living Room,0,24.6,45,69,47,1,5,Watching TV
2025-04-06 05:34:00,Bedroom,0,20.6,35,4,61,1,1,Idle
2025-04-07 19:08:00,Living Room,0,26.3,40,37,45,0,4,Relaxing
2025-04-07 16:14:00,Kitchen,0,18.1,35,1,97,0,2,Idle
2025-04-05 02:15:00,Bedroom,1,20.8,30,12,92,1,2,Sleeping
2025-04-02 17:29:00,Living Room,1,20.3,35,92,87,1,4,Watching TV
2025-04-05 17:41:00,Bathroom,1,20.3,45,74,24,1,2,Using Toilet
2025-04-06 03:27:00,Living Room,0,20.9,45,66,96,1,2,Relaxing
2025-04-03 02:37:00,Bedroom,0,18.3,45,12,77,0,3,Sleeping
2025-04-06 14:27:00,Living Room,0,23.4,45,62,43,1,2,Watching TV
2025-04-06 02:40:00,Living Room,0,21.2,35,38,36,0,2,Idle
2025-04-05 20:20:00,Kitchen,1,21.3,55,86,30,0,5,Cooking
2025-04-05 01:35:00,Bedroom,1,20.3,60,73,27,1,5,Idle
2025-04-05 22:38:00,Kitchen,1,24.6,55,40,22,0,3,Cleaning
2025-04-01 20:50:00,Kitchen,0,24.2,50,37,73,1,4,Cooking
2025-04-02 09:03:00,Living Room,1,18.4,45,5,64,1,2,Idle
2025-04-06 08:40:00,Bathroom,1,21.9,60,30,21,0,3,Showering
2025-04-06 13:39:00,Bedroom,1,20.9,45,65,49,0,4,Sleeping
2025-04-04 03:14:00,Bedroom,1,24.3,30,29,22,0,4,Reading
2025-04-02 17:58:00,Bathroom,0,27.5,55,47,63,1,4,Idle
2025-04-02 14:37:00,Kitchen,1,24.6,60,77,93,1,1,Cooking
2025-04-03 02:14:00,Bathroom,1,25.1,30,52,49,0,2,Using Toilet
2025-04-06 15:17:00,Kitchen,1,27.3,40,23,65,0,4,Cooking
2025-04-06 04:13:00,Bathroom,0,24.5,30,7,76,0,1,Using Toilet
2025-04-03 17:03:00,Kitchen,0,22.9,40,93,49,1,5,Cooking
2025-04-04 17:19:00,Bedroom,0,26.7,55,77,64,0,5,Sleeping
2025-04-03 11:28:00,Living Room,1,18.3,45,44,49,0,1,Idle
2025-04-03 14:48:00,Bathroom,0,22.3,55,28,99,0,4,Showering
2025-04-06 16:05:00,Bathroom,1,18.2,45,48,79,0,5,Idle
2025-04-05 13:29:00,Kitchen,1,18.0,30,78,92,1,5,Cleaning
2025-04-05 10:01:00,Bedroom,1,23.9,35,54,41,0,5,Sleeping
2025-04-07 19:55:00,Bedroom,0,23.5,40,77,50,1,3,Sleeping
2025-04-06 03:31:00,Bedroom,0,19.8,55,96,24,0,5,Reading
2025-04-05 21:46:00,Living Room,0,26.2,50,63,32,1,1,Idle
2025-04-02 17:57:00,Kitchen,0,20.6,60,43,77,0,5,Cleaning
2025-04-03 15:38:00,Living Room,0,22.7,35,68,77,1,2,Watching TV
2025-04-01 17:19:00,Kitchen,0,19.9,35,77,68,1,3,Cleaning
2025-04-07 10:05:00,Bedroom,0,27.5,30,100,52,0,3,Sleeping
2025-04-06 20:03:00,Living Room,1,22.0,30,82,55,0,4,Idle
2025-04-04 20:04:00,Kitchen,0,26.1,30,51,77,1,1,Cooking
2025-04-05 19:21:00,Bathroom,0,21.8,40,19,33,1,5,Using Toilet
2025-04-04 13:36:00,Kitchen,0,18.9,45,31,23,1,4,Cooking
2025-04-07 01:59:00,Living Room,0,22.4,40,6,50,1,2,Idle
2025-04-04 01:32:00,Bathroom,0,20.1,30,24,39,0,3,Using Toilet
2025-04-07 05:20:00,Bedroom,0,20.3,45,8,75,1,5,Sleeping
2025-04-07 11:22:00,Bedroom,1,22.4,35,8,41,1,2,Sleeping
2025-04-01 12:50:00,Living Room,1,26.1,40,46,39,1,3,Idle
2025-04-06 10:48:00,Living Room,0,27.4,35,88,45,1,4,Relaxing
2025-04-03 11:45:00,Kitchen,1,19.8,55,69,30,1,1,Cooking
2025-04-05 02:37:00,Bedroom,0,24.8,60,13,41,0,1,Sleeping
2025-04-04 02:06:00,Kitchen,1,20.9,50,61,78,1,2,Cooking
2025-04-07 06:17:00,Bathroom,0,22.6,50,18,83,0,5,Using Toilet
2025-04-01 16:39:00,Living Room,0,26.5,40,87,55,0,2,Idle
2025-04-07 13:10:00,Living Room,1,21.4,35,39,58,0,5,Watching TV
2025-04-01 08:59:00,Kitchen,0,18.2,60,16,45,0,4,Cooking
2025-04-06 11:55:00,Living Room,0,27.1,55,26,56,0,3,Relaxing
2025-04-02 22:47:00,Bathroom,0,22.5,50,31,70,0,3,Idle
2025-04-04 10:24:00,Kitchen,0,22.1,45,21,34,0,3,Cleaning
2025-04-07 01:07:00,Bedroom,1,25.7,30,45,32,1,3,Idle
2025-04-05 12:36:00,Bedroom,1,18.8,60,95,97,0,5,Reading
2025-04-05 09:05:00,Bathroom,0,21.1,40,58,49,0,4,Idle
2025-04-03 02:42:00,Bedroom,0,27.7,30,94,36,1,2,Sleeping
2025-04-06 10:34:00,Kitchen,0,18.4,50,47,61,1,4,Cooking
2025-04-06 14:11:00,Bedroom,0,18.0,50,1,63,1,3,Sleeping
2025-04-03 02:14:00,Bedroom,1,23.2,40,0,30,1,2,Sleeping
2025-04-07 15:58:00,Living Room,0,18.9,35,14,94,0,4,Idle
2025-04-07 10:52:00,Bedroom,0,22.6,60,57,68,1,3,Sleeping
2025-04-07 20:20:00,Bedroom,1,23.0,45,3,35,1,4,Sleeping
2025-04-04 22:24:00,Living Room,0,25.8,35,16,33,0,5,Relaxing
2025-04-04 15:48:00,Bedroom,0,18.8,35,20,52,1,1,Idle
2025-04-05 22:38:00,Living Room,0,19.3,30,2,78,0,5,Watching TV
2025-04-03 08:07:00,Bathroom,0,26.2,35,26,49,1,5,Using Toilet
2025-04-05 23:54:00,Kitchen,1,22.2,60,29,24,0,5,Cooking
2025-04-06 02:44:00,Bedroom,1,22.6,30,37,96,1,5,Sleeping
2025-04-04 16:26:00,Living Room,1,21.1,45,43,36,1,3,Idle
2025-04-04 20:47:00,Bathroom,0,21.2,55,53,63,1,3,Using Toilet
2025-04-03 19:05:00,Bedroom,0,23.2,50,77,29,0,5,Sleeping
2025-04-04 03:37:00,Bedroom,1,20.0,30,90,28,1,5,Sleeping
2025-04-04 01:45:00,Bedroom,0,22.9,55,55,38,1,3,Sleeping
2025-04-05 05:14:00,Bathroom,1,21.8,55,22,26,0,1,Using Toilet
2025-04-03 10:41:00,Bathroom,0,18.4,40,62,27,1,4,Using Toilet
2025-04-07 01:31:00,Kitchen,1,24.6,30,79,94,0,2,Idle
2025-04-02 05:47:00,Kitchen,1,26.6,55,65,93,1,2,Idle
2025-04-02 05:17:00,Kitchen,0,23.4,55,34,61,1,3,Cleaning
2025-04-02 19:07:00,Living Room,0,22.0,45,0,98,0,4,Idle
2025-04-04 06:13:00,Bedroom,1,22.7,60,18,95,1,4,Reading
2025-04-01 22:07:00,Bathroom,1,20.1,60,28,92,0,5,Idle
2025-04-07 10:55:00,Living Room,1,24.9,40,37,38,0,4,Relaxing
2025-04-07 14:09:00,Kitchen,1,23.7,60,34,69,0,1,Cooking
2025-04-04 01:07:00,Bedroom,1,20.9,55,59,52,1,4,Sleeping
2025-04-07 21:25:00,Bedroom,1,21.2,40,83,20,0,3,Sleeping
2025-04-03 07:04:00,Living Room,0,27.9,35,32,31,1,4,Watching TV
2025-04-06 06:00:00,Living Room,1,24.7,30,2,27,0,3,Relaxing
2025-04-04 23:29:00,Bedroom,1,27.1,60,43,25,1,3,Sleeping
2025-04-02 09:12:00,Kitchen,1,25.0,45,85,38,1,2,Cooking
2025-04-07 19:44:00,Kitchen,1,20.7,40,1,82,1,5,Idle
2025-04-05 13:18:00,Kitchen,1,26.4,40,58,73,0,3,Idle
2025-04-04 08:57:00,Bedroom,1,24.3,45,66,38,1,3,Reading
2025-04-07 01:13:00,Bedroom,1,23.0,60,41,82,1,3,Reading
2025-04-04 21:33:00,Kitchen,1,23.1,40,88,43,0,3,Cleaning
2025-04-03 18:16:00,Kitchen,1,19.1,35,30,94,1,5,Idle
2025-04-01 19:21:00,Kitchen,1,22.1,50,5,78,1,2,Cleaning
2025-04-05 20:24:00,Living Room,1,27.7,40,59,38,0,1,Watching TV
2025-04-06 11:07:00,Bathroom,1,18.8,45,81,28,1,2,Showering
2025-04-03 02:05:00,Living Room,0,27.0,40,39,92,1,4,Relaxing
2025-04-06 09:13:00,Kitchen,0,26.9,55,99,64,0,4,Cleaning
2025-04-05 23:51:00,Kitchen,1,25.2,60,15,90,1,3,Cleaning
2025-04-06 13:49:00,Living Room,0,24.6,60,80,68,1,4,Watching TV
2025-04-04 23:26:00,Bedroom,1,27.5,60,76,24,0,2,Idle
2025-04-01 13:12:00,Bathroom,1,26.2,35,62,32,1,1,Showering
2025-04-05 07:42:00,Living Room,0,23.6,45,47,53,0,1,Relaxing
2025-04-08 01:21:00,Living Room,1,20.3,45,51,28,0,3,Watching TV
2025-04-04 10:21:00,Bedroom,0,27.8,35,42,90,0,2,Idle
2025-04-05 06:36:00,Kitchen,1,22.7,40,3,22,0,4,Cooking
2025-04-05 02:17:00,Bedroom,1,24.7,30,29,42,0,1,Idle
2025-04-03 13:30:00,Kitchen,0,27.9,55,64,36,0,4,Cleaning
2025-04-05 00:12:00,Bathroom,0,25.6,30,37,52,0,5,Showering
2025-04-07 10:21:00,Bathroom,0,20.9,30,98,85,1,3,Using Toilet
2025-04-02 19:28:00,Kitchen,0,24.7,30,45,24,0,5,Idle
2025-04-03 11:19:00,Living Room,1,27.6,50,76,84,0,3,Watching TV
2025-04-03 04:50:00,Living Room,1,18.5,45,57,48,1,5,Idle
2025-04-04 11:37:00,Bathroom,0,22.9,40,86,72,1,2,Idle
2025-04-02 16:30:00,Bedroom,0,18.6,60,29,96,1,1,Reading
2025-04-05 18:30:00,Bathroom,0,18.5,55,18,67,0,3,Idle
2025-04-07 19:48:00,Kitchen,0,21.0,60,84,70,1,4,Idle
2025-04-03 16:11:00,Living Room,1,26.6,30,10,62,1,1,Idle
2025-04-02 03:14:00,Bedroom,0,27.3,45,95,55,0,5,Idle
2025-04-07 08:58:00,Bedroom,1,24.6,50,98,21,1,1,Reading
2025-04-04 17:59:00,Bathroom,1,24.1,35,19,37,1,3,Showering
2025-04-06 14:15:00,Living Room,1,25.3,35,24,21,0,1,Idle
2025-04-05 18:36:00,Bathroom,0,19.2,30,95,30,0,1,Idle
2025-04-02 09:21:00,Bedroom,0,25.3,50,56,33,0,5,Reading
2025-04-02 23:41:00,Living Room,0,23.3,45,67,25,1,5,Watching TV
2025-04-06 22:22:00,Bedroom,0,19.2,60,74,26,1,1,Reading
2025-04-05 21:11:00,Bedroom,1,25.4,40,81,64,1,3,Sleeping
2025-04-01 12:20:00,Bedroom,0,26.1,40,87,48,1,4,Reading
2025-04-01 17:06:00,Bedroom,0,21.5,60,73,97,0,5,Reading
2025-04-01 15:03:00,Bedroom,0,27.9,35,28,97,0,4,Reading
2025-04-03 15:23:00,Bathroom,1,23.8,40,22,95,1,3,Using Toilet
2025-04-02 07:10:00,Kitchen,1,19.0,30,83,27,1,5,Cooking
2025-04-01 14:04:00,Living Room,0,26.0,50,5,97,1,3,Relaxing
2025-04-02 10:56:00,Bathroom,0,22.5,40,77,33,1,5,Using Toilet
2025-04-05 11:49:00,Living Room,1,27.3,60,7,88,1,1,Idle
2025-04-03 00:24:00,Bathroom,1,23.7,35,11,77,0,5,Idle
2025-04-06 01:31:00,Bedroom,1,19.1,50,36,53,0,1,Reading
2025-04-03 18:01:00,Kitchen,1,20.0,45,41,79,0,1,Cooking
2025-04-08 02:14:00,Kitchen,0,20.4,35,88,74,0,4,Idle
2025-04-05 16:57:00,Bedroom,1,22.0,30,13,33,0,4,Sleeping
2025-04-06 23:43:00,Kitchen,0,23.2,30,59,55,0,1,Cooking
2025-04-03 15:12:00,Bedroom,1,18.4,30,12,84,1,4,Idle
2025-04-06 15:11:00,Kitchen,1,20.3,50,33,61,1,2,Idle
2025-04-06 10:08:00,Bedroom,1,22.8,60,34,83,0,2,Sleeping
2025-04-06 21:57:00,Bedroom,1,25.5,45,27,27,0,5,Sleeping
2025-04-07 05:25:00,Bathroom,1,21.1,45,3,44,0,2,Using Toilet
2025-04-03 04:36:00,Living Room,1,24.2,40,12,92,0,2,Relaxing
2025-04-05 06:13:00,Living Room,0,18.2,50,76,66,0,3,Idle
2025-04-05 22:42:00,Bathroom,1,23.5,35,30,99,0,1,Using Toilet
2025-04-02 13:40:00,Living Room,1,20.2,60,4,91,0,2,Relaxing
2025-04-06 14:57:00,Bedroom,1,25.3,55,23,39,1,4,Idle
2025-04-01 13:47:00,Bathroom,1,20.2,35,87,89,0,4,Idle
2025-04-04 15:17:00,Bathroom,1,19.2,35,86,26,1,1,Idle
2025-04-02 22:43:00,Bedroom,1,18.5,55,44,77,0,5,Idle
2025-04-07 09:35:00,Kitchen,1,23.0,40,59,51,0,3,Idle
2025-04-08 01:22:00,Living Room,0,25.0,45,62,34,1,5,Idle
2025-04-04 05:37:00,Bedroom,0,24.4,50,73,39,1,2,Reading
2025-04-05 20:19:00,Bathroom,1,23.7,40,17,53,0,4,Showering
2025-04-04 17:45:00,Bedroom,1,25.1,50,75,26,0,5,Sleeping
2025-04-02 12:06:00,Bedroom,1,21.0,50,92,83,1,3,Idle
2025-04-06 04:13:00,Bedroom,1,25.2,35,49,56,1,1,Idle
2025-04-06 09:05:00,Bedroom,1,25.9,55,62,81,1,3,Idle
2025-04-01 10:28:00,Living Room,0,22.5,50,26,44,0,4,Watching TV
2025-04-03 02:23:00,Living Room,1,19.0,50,94,50,1,3,Idle
2025-04-04 21:18:00,Bedroom,0,26.3,40,68,34,0,1,Reading
2025-04-02 02:14:00,Living Room,0,19.7,55,16,70,0,2,Watching TV
2025-04-03 17:58:00,Kitchen,0,26.9,40,100,37,1,5,Idle
2025-04-01 09:15:00,Living Room,1,23.0,50,31,75,1,1,Watching TV
2025-04-03 21:29:00,Bedroom,1,19.9,55,100,52,0,4,Reading
2025-04-03 21:57:00,Bathroom,1,19.1,50,69,98,1,2,Using Toilet
2025-04-05 10:14:00,Bedroom,1,28.0,50,50,60,0,2,Idle
2025-04-01 06:55:00,Bedroom,0,22.2,35,41,93,0,3,Idle
2025-04-06 22:24:00,Kitchen,1,26.6,50,61,69,0,4,Idle
2025-04-04 19:19:00,Bathroom,0,24.2,55,85,54,1,4,Using Toilet
2025-04-01 19:06:00,Living Room,0,27.7,35,22,84,1,3,Watching TV
2025-04-04 14:15:00,Kitchen,1,24.3,55,45,56,1,1,Cleaning
2025-04-04 00:20:00,Bathroom,1,26.2,35,44,47,0,4,Idle
2025-04-05 01:11:00,Kitchen,0,18.1,45,23,60,0,3,Cooking
2025-04-04 05:57:00,Bathroom,0,24.5,35,72,71,0,1,Idle
2025-04-05 07:57:00,Bathroom,0,20.3,35,16,56,1,4,Using Toilet
2025-04-01 08:23:00,Bathroom,0,19.9,55,54,44,1,1,Using Toilet
2025-04-04 13:50:00,Bedroom,1,24.8,50,26,61,0,1,Reading
2025-04-03 06:44:00,Kitchen,1,25.0,55,70,49,0,4,Cooking
2025-04-01 18:49:00,Bedroom,1,19.8,60,17,23,0,4,Reading
2025-04-03 10:06:00,Kitchen,0,19.2,60,90,95,1,4,Cooking
2025-04-04 06:30:00,Kitchen,1,26.2,50,54,70,0,2,Cleaning
2025-04-06 18:07:00,Kitchen,0,21.7,35,13,57,1,2,Cooking
2025-04-06 10:28:00,Living Room,0,18.7,50,78,27,0,1,Idle
2025-04-04 22:09:00,Kitchen,1,20.6,45,62,78,1,3,Cooking
2025-04-07 20:41:00,Bedroom,1,24.9,60,30,91,1,3,Idle
2025-04-04 03:20:00,Bedroom,0,19.5,35,61,68,0,4,Reading
2025-04-03 20:09:00,Bedroom,0,24.4,55,11,88,0,4,Reading
2025-04-05 09:26:00,Kitchen,1,24.2,40,0,97,0,5,Cleaning
2025-04-03 00:59:00,Kitchen,1,27.0,50,94,75,1,5,Cleaning
2025-04-06 21:14:00,Kitchen,0,19.1,50,9,99,0,3,Cooking
2025-04-04 14:38:00,Kitchen,1,21.7,60,81,74,0,5,Cleaning
2025-04-06 11:40:00,Bedroom,1,26.3,60,12,57,1,5,Reading
2025-04-05 13:47:00,Kitchen,0,26.8,40,29,77,1,3,Cleaning
2025-04-08 02:50:00,Kitchen,0,20.7,40,88,53,1,5,Idle
2025-04-03 20:46:00,Living Room,0,18.7,55,52,50,0,2,Relaxing
2025-04-01 06:56:00,Bathroom,0,26.1,45,83,40,0,2,Showering
2025-04-05 01:56:00,Bathroom,0,21.0,40,9,46,1,5,Idle
2025-04-07 13:24:00,Kitchen,1,26.3,40,95,38,0,5,Idle
2025-04-05 19:03:00,Bedroom,1,19.2,60,47,26,0,1,Reading
2025-04-07 18:02:00,Bedroom,0,23.0,35,84,65,1,5,Sleeping
2025-04-05 05:15:00,Bedroom,1,24.1,50,27,56,1,5,Sleeping
2025-04-06 12:57:00,Living Room,0,20.2,35,86,24,0,3,Relaxing
2025-04-07 05:47:00,Bathroom,1,22.6,35,0,86,1,3,Idle
2025-04-01 17:32:00,Bathroom,1,20.4,55,13,88,0,1,Idle
2025-04-02 19:17:00,Living Room,0,22.3,40,85,42,1,2,Watching TV
2025-04-03 10:41:00,Living Room,0,27.1,50,80,36,1,3,Idle
2025-04-07 11:48:00,Kitchen,0,19.7,50,47,84,0,3,Cooking
2025-04-02 12:55:00,Bedroom,0,23.8,55,73,85,0,3,Idle
2025-04-06 05:16:00,Bathroom,0,23.9,40,86,67,1,5,Idle
2025-04-05 22:27:00,Bedroom,1,25.1,60,29,31,1,1,Sleeping
2025-04-03 23:20:00,Bedroom,0,20.6,30,89,58,0,4,Idle
2025-04-06 07:26:00,Living Room,1,18.2,55,9,44,0,2,Idle
2025-04-07 18:18:00,Kitchen,0,21.3,60,88,76,0,4,Cleaning
2025-04-03 11:00:00,Bathroom,0,23.0,55,51,72,1,3,Idle
2025-04-07 18:52:00,Bedroom,0,22.8,30,67,35,0,4,Idle
2025-04-05 02:18:00,Bathroom,1,24.7,55,89,90,0,1,Showering
2025-04-03 18:26:00,Kitchen,0,23.1,40,86,57,1,5,Idle
2025-04-03 09:19:00,Bathroom,0,27.0,40,45,58,1,2,Idle
2025-04-06 13:06:00,Kitchen,0,22.9,55,45,60,1,4,Idle
2025-04-03 18:17:00,Kitchen,0,22.4,35,46,32,1,4,Cleaning
2025-04-06 19:22:00,Bathroom,1,26.1,55,88,75,1,2,Idle
2025-04-03 02:32:00,Kitchen,0,22.1,60,26,95,0,2,Cleaning
2025-04-03 10:42:00,Kitchen,0,23.4,35,59,86,1,4,Cleaning
2025-04-07 12:01:00,Kitchen,0,27.9,60,84,83,1,4,Idle
2025-04-04 05:04:00,Bathroom,0,25.2,40,76,23,0,4,Idle
2025-04-05 13:36:00,Bedroom,1,27.6,35,51,25,0,1,Idle
